peak.id	seqnames	start	end	strand	annot
peak.597	chr1	191777566	191777966	*	intron
peak.598	chr1	191783190	191783590	*	3' utr
peak.599	chr1	191814770	191815170	*	intergenic
peak.600	chr1	191821147	191821547	*	promoter-tss
peak.601	chr1	191896823	191897223	*	non-coding
peak.602	chr1	191967203	191967603	*	intergenic
peak.603	chr1	191977136	191977536	*	promoter-tss
peak.604	chr1	191978348	191978748	*	5' utr
peak.605	chr1	191981505	191981905	*	intron
peak.606	chr1	192128349	192128749	*	intron
peak.607	chr1	192277741	192278141	*	intron
peak.608	chr1	192444741	192445141	*	intron
peak.609	chr1	192448541	192448941	*	intron
peak.610	chr1	192607655	192608055	*	intron
peak.611	chr1	192799501	192799901	*	intergenic
peak.612	chr1	193173286	193173686	*	promoter-tss
peak.613	chr1	193186965	193187365	*	exon
peak.614	chr1	193370098	193370498	*	promoter-tss
peak.615	chr1	193433666	193434066	*	intergenic
peak.616	chr1	194158575	194158975	*	intergenic
peak.617	chr1	194619456	194619856	*	promoter-tss
peak.618	chr1	194700462	194700862	*	intron
peak.619	chr1	194782509	194782909	*	intron
peak.620	chr1	194990991	194991391	*	intergenic
peak.4984	chr2	3365193	3365593	*	5' utr
peak.4985	chr2	3418932	3419332	*	intron
peak.4986	chr2	3468589	3468989	*	intron
peak.4987	chr2	3489764	3490164	*	intron
peak.4988	chr2	3512770	3513170	*	promoter-tss
peak.4989	chr2	3658853	3659253	*	intergenic
peak.4990	chr2	3663800	3664200	*	intergenic
peak.4991	chr2	3717407	3717807	*	intron
peak.4992	chr2	4071837	4072237	*	intergenic
peak.4993	chr2	4084037	4084437	*	intergenic
peak.4994	chr2	4739994	4740394	*	intron
peak.4995	chr2	4901552	4901952	*	intron
peak.4996	chr2	5059904	5060304	*	intron
peak.4997	chr2	5083698	5084098	*	intergenic
peak.4998	chr2	5435713	5436113	*	intron
peak.4999	chr2	5437815	5438215	*	intron
peak.5000	chr2	5605521	5605921	*	intron
peak.5001	chr2	5614390	5614790	*	intron
peak.5002	chr2	5708309	5708709	*	intron
peak.5003	chr2	5746322	5746722	*	intergenic
peak.5004	chr2	5844911	5845311	*	promoter-tss
peak.5005	chr2	5985761	5986161	*	intron
peak.5006	chr2	6146197	6146597	*	intergenic
peak.5007	chr2	6325361	6325761	*	intron
peak.5008	chr2	6352998	6353398	*	intron
peak.5009	chr2	6379579	6379979	*	intron
peak.5010	chr2	6820713	6821113	*	intron
peak.5011	chr2	6873503	6873903	*	intron
peak.5012	chr2	6874251	6874651	*	intron
peak.5013	chr2	6883809	6884209	*	intron
peak.5014	chr2	7042372	7042772	*	intron
peak.5015	chr2	7308398	7308798	*	intron
peak.5016	chr2	7310790	7311190	*	intron
peak.5017	chr2	8304979	8305379	*	intergenic
peak.5018	chr2	8673726	8674126	*	intergenic
peak.5019	chr2	9420946	9421346	*	intergenic
peak.5020	chr2	9422745	9423145	*	intergenic
peak.5021	chr2	9488292	9488692	*	intergenic
peak.5022	chr2	10142851	10143251	*	intergenic
peak.5023	chr2	11399408	11399808	*	intergenic
peak.5024	chr2	12862599	12862999	*	intergenic
peak.5025	chr2	12937446	12937846	*	intron
peak.5026	chr2	13000039	13000439	*	intron
peak.5027	chr2	13018353	13018753	*	intergenic
peak.5028	chr2	13120457	13120857	*	intron
peak.5029	chr2	13175481	13175881	*	intron
peak.5030	chr2	13243600	13244000	*	intron
peak.5031	chr2	13509552	13509952	*	tts
peak.5032	chr2	14076383	14076783	*	intron
peak.5033	chr2	14127537	14127937	*	intron
peak.5034	chr2	14762856	14763256	*	intron
peak.5035	chr2	14783580	14783980	*	intron
peak.5036	chr2	14825126	14825526	*	intron
peak.5037	chr2	14862192	14862592	*	intron
peak.5038	chr2	14883341	14883741	*	intron
peak.5039	chr2	15075888	15076288	*	intron
peak.5040	chr2	16666982	16667382	*	intron
peak.5041	chr2	18037635	18038035	*	promoter-tss
peak.5042	chr2	18067278	18067678	*	intron
peak.5043	chr2	18627812	18628212	*	intergenic
peak.5044	chr2	19472466	19472866	*	intron
peak.5045	chr2	20969478	20969878	*	non-coding
peak.5046	chr2	22928304	22928704	*	intron
peak.5047	chr2	23067967	23068367	*	promoter-tss
peak.5048	chr2	24535526	24535926	*	intergenic
peak.5049	chr2	24973119	24973519	*	3' utr
peak.5050	chr2	25135199	25135599	*	intergenic
peak.5051	chr2	25224750	25225150	*	promoter-tss
peak.5052	chr2	25332445	25332845	*	promoter-tss
peak.5053	chr2	25460971	25461371	*	promoter-tss
peak.5054	chr2	25466281	25466681	*	tts
peak.5055	chr2	25467583	25467983	*	intron
peak.5056	chr2	25546911	25547311	*	promoter-tss
peak.5057	chr2	25955418	25955818	*	intron
peak.5058	chr2	25977584	25977984	*	intron
peak.5059	chr2	25981642	25982042	*	intron
peak.5060	chr2	25983515	25983915	*	promoter-tss
peak.5061	chr2	26237352	26237752	*	promoter-tss
peak.5062	chr2	26290067	26290467	*	intron
peak.5063	chr2	26300081	26300481	*	intergenic
peak.5064	chr2	26319460	26319860	*	promoter-tss
peak.5065	chr2	26445235	26445635	*	promoter-tss
peak.5066	chr2	26465635	26466035	*	intron
peak.5067	chr2	26902760	26903160	*	promoter-tss
peak.5068	chr2	27307358	27307758	*	intron
peak.5069	chr2	27338599	27338999	*	intron
peak.5070	chr2	27540116	27540516	*	intergenic
peak.5071	chr2	27679074	27679474	*	intron
peak.5072	chr2	27738359	27738759	*	intron
peak.5073	chr2	27993373	27993773	*	intron
peak.5074	chr2	28212907	28213307	*	intron
peak.5075	chr2	28221343	28221743	*	intron
peak.5076	chr2	28227802	28228202	*	intron
peak.5077	chr2	28401567	28401967	*	intergenic
peak.5078	chr2	28780116	28780516	*	intron
peak.5079	chr2	28860998	28861398	*	intron
peak.5080	chr2	29245671	29246071	*	non-coding
peak.5081	chr2	29257134	29257534	*	intergenic
peak.5082	chr2	29372171	29372571	*	intron
peak.5083	chr2	29516810	29517210	*	intron
peak.5084	chr2	29826864	29827264	*	promoter-tss
peak.5085	chr2	29921432	29921832	*	intron
peak.5086	chr2	30092592	30092992	*	intron
peak.5087	chr2	30266450	30266850	*	promoter-tss
peak.5088	chr2	30278925	30279325	*	intron
peak.5089	chr2	30287116	30287516	*	promoter-tss
peak.5090	chr2	30296816	30297216	*	intron
peak.5091	chr2	30363856	30364256	*	promoter-tss
peak.5092	chr2	30392026	30392426	*	promoter-tss
peak.5093	chr2	30397983	30398383	*	intron
peak.5094	chr2	30544982	30545382	*	intergenic
peak.5095	chr2	30613636	30614036	*	intergenic
peak.5096	chr2	30632473	30632873	*	intergenic
peak.5097	chr2	30922970	30923370	*	intergenic
peak.5098	chr2	31409428	31409828	*	intergenic
peak.5099	chr2	31499728	31500128	*	intron
peak.5100	chr2	31516444	31516844	*	intron
peak.5101	chr2	31687993	31688393	*	promoter-tss
peak.5102	chr2	32033384	32033784	*	exon
peak.5103	chr2	32055325	32055725	*	intergenic
peak.5104	chr2	32158211	32158611	*	intron
peak.5105	chr2	32170008	32170408	*	intron
peak.5106	chr2	32315773	32316173	*	intron
peak.5107	chr2	32352030	32352430	*	intron
peak.5108	chr2	32694019	32694419	*	promoter-tss
peak.5109	chr2	32706219	32706619	*	3' utr
peak.5110	chr2	32727411	32727811	*	promoter-tss
peak.5111	chr2	32732915	32733315	*	intron
peak.5112	chr2	32829303	32829703	*	intron
peak.5113	chr2	32832583	32832983	*	intron
peak.5114	chr2	32845021	32845421	*	intron
peak.5115	chr2	33302442	33302842	*	intron
peak.5116	chr2	33408776	33409176	*	3' utr
peak.5117	chr2	33509967	33510367	*	intergenic
peak.5118	chr2	33580597	33580997	*	intron
peak.5119	chr2	33753456	33753856	*	intron
peak.5120	chr2	33875156	33875556	*	intron
peak.5121	chr2	33941456	33941856	*	intergenic
peak.5122	chr2	33946939	33947339	*	intergenic
peak.5123	chr2	33986411	33986811	*	intergenic
peak.5124	chr2	34107172	34107572	*	intron
peak.5125	chr2	34111342	34111742	*	intergenic
peak.5126	chr2	34142148	34142548	*	intergenic
peak.5127	chr2	34230056	34230456	*	intron
peak.5128	chr2	34363725	34364125	*	intron
peak.5129	chr2	34374341	34374741	*	intergenic
peak.5130	chr2	34415845	34416245	*	intron
peak.5131	chr2	34665339	34665739	*	intergenic
peak.5132	chr2	34742347	34742747	*	intron
peak.5133	chr2	34796908	34797308	*	intron
peak.5134	chr2	34802052	34802452	*	intergenic
peak.5135	chr2	34870876	34871276	*	promoter-tss
peak.5136	chr2	34875111	34875511	*	intron
peak.5137	chr2	34936963	34937363	*	intergenic
peak.5138	chr2	35035262	35035662	*	intron
peak.5139	chr2	35335647	35336047	*	intron
peak.5140	chr2	35336883	35337283	*	promoter-tss
peak.5141	chr2	35343693	35344093	*	intergenic
peak.5142	chr2	35561266	35561666	*	intron
peak.5143	chr2	35840652	35841052	*	intron
peak.5144	chr2	35852018	35852418	*	intron
peak.5145	chr2	35876518	35876918	*	intron
peak.5146	chr2	35940850	35941250	*	intron
peak.5147	chr2	35944952	35945352	*	intron
peak.5148	chr2	36043177	36043577	*	intron
peak.5149	chr2	37723552	37723952	*	intergenic
peak.5150	chr2	37774496	37774896	*	intergenic
peak.5151	chr2	37780226	37780626	*	intron
peak.5152	chr2	37842091	37842491	*	intron
peak.5153	chr2	37866377	37866777	*	intron
peak.5154	chr2	37890409	37890809	*	intron
peak.5155	chr2	38025674	38026074	*	intron
peak.5156	chr2	38248059	38248459	*	intron
peak.5157	chr2	38364855	38365255	*	intron
peak.5158	chr2	38571839	38572239	*	intron
peak.5159	chr2	38584696	38585096	*	intron
peak.5160	chr2	38695670	38696070	*	intron
peak.5161	chr2	38783747	38784147	*	intron
peak.5162	chr2	38926577	38926977	*	promoter-tss
peak.5163	chr2	39218450	39218850	*	intron
peak.5164	chr2	41192253	41192653	*	intron
peak.5165	chr2	43989861	43990261	*	intron
peak.5166	chr2	44632589	44632989	*	intron
peak.5167	chr2	44634065	44634465	*	intron
peak.5168	chr2	44817033	44817433	*	intron
peak.5169	chr2	44890710	44891110	*	intergenic
peak.5170	chr2	44962716	44963116	*	intergenic
peak.5171	chr2	45170188	45170588	*	intergenic
peak.5172	chr2	47834062	47834462	*	intergenic
peak.5173	chr2	48949187	48949587	*	promoter-tss
peak.5174	chr2	49361230	49361630	*	intergenic
peak.5175	chr2	49690410	49690810	*	intron
peak.5176	chr2	49742808	49743208	*	intron
peak.5177	chr2	49744708	49745108	*	intron
peak.5178	chr2	49777004	49777404	*	intergenic
peak.5179	chr2	49789032	49789432	*	intron
peak.5180	chr2	49812362	49812762	*	intron
peak.5181	chr2	52444118	52444518	*	intron
peak.5182	chr2	52615469	52615869	*	intron
peak.5183	chr2	53191100	53191500	*	promoter-tss
peak.5184	chr2	54103964	54104364	*	intergenic
peak.5185	chr2	54947271	54947671	*	intron
peak.5186	chr2	55065821	55066221	*	intron
peak.5187	chr2	57280313	57280713	*	intron
peak.5188	chr2	57517721	57518121	*	intergenic
peak.5189	chr2	58538163	58538563	*	intron
peak.5190	chr2	59236204	59236604	*	intron
peak.5191	chr2	59720329	59720729	*	intron
peak.5192	chr2	59987296	59987696	*	intron
peak.5193	chr2	60036360	60036760	*	intron
peak.5194	chr2	60042826	60043226	*	intron
peak.5195	chr2	60077163	60077563	*	intron
peak.5196	chr2	60123101	60123501	*	intron
peak.5197	chr2	60130109	60130509	*	intergenic
peak.5198	chr2	60207132	60207532	*	intergenic
peak.5199	chr2	60545476	60545876	*	intron
peak.5200	chr2	60551679	60552079	*	intron
peak.5201	chr2	60553338	60553738	*	promoter-tss
peak.5202	chr2	62048167	62048567	*	intron
peak.5203	chr2	62654551	62654951	*	intergenic
peak.5204	chr2	65360962	65361362	*	intron
peak.5205	chr2	65414940	65415340	*	intergenic
peak.5206	chr2	66256751	66257151	*	promoter-tss
peak.5207	chr2	68468433	68468833	*	intron
peak.5208	chr2	69150799	69151199	*	intron
peak.5209	chr2	69152370	69152770	*	intron
peak.5210	chr2	69446062	69446462	*	intron
peak.5211	chr2	69584326	69584726	*	intron
peak.5212	chr2	69647017	69647417	*	promoter-tss
peak.5213	chr2	69649688	69650088	*	intron
peak.5214	chr2	69822228	69822628	*	promoter-tss
peak.5215	chr2	69826349	69826749	*	intron
peak.5216	chr2	69828071	69828471	*	intron
peak.5217	chr2	71294496	71294896	*	intron
peak.5218	chr2	71651832	71652232	*	intron
peak.5219	chr2	71742648	71743048	*	intron
peak.5220	chr2	71891526	71891926	*	intron
peak.5221	chr2	71903794	71904194	*	tts
peak.5222	chr2	72466481	72466881	*	intergenic
peak.5223	chr2	72913050	72913450	*	intergenic
peak.5224	chr2	73046606	73047006	*	intergenic
peak.5225	chr2	73209451	73209851	*	intron
peak.5226	chr2	73386559	73386959	*	promoter-tss
peak.5227	chr2	73545767	73546167	*	intergenic
peak.5228	chr2	73634446	73634846	*	intron
peak.5229	chr2	73659089	73659489	*	intron
peak.5230	chr2	73660261	73660661	*	promoter-tss
peak.5231	chr2	73779827	73780227	*	intergenic
peak.5232	chr2	73834480	73834880	*	intron
peak.5233	chr2	73952575	73952975	*	intergenic
peak.5234	chr2	73999197	73999597	*	intergenic
peak.5235	chr2	74297705	74298105	*	intergenic
peak.5236	chr2	74461151	74461551	*	intergenic
peak.5237	chr2	74548304	74548704	*	intron
peak.5238	chr2	75236995	75237395	*	intergenic
peak.5239	chr2	75447180	75447580	*	intergenic
peak.5240	chr2	75901940	75902340	*	intron
peak.5241	chr2	76369612	76370012	*	promoter-tss
peak.5242	chr2	76372966	76373366	*	intron
peak.5243	chr2	76404452	76404852	*	intergenic
peak.5244	chr2	77055878	77056278	*	intron
peak.5245	chr2	77062267	77062667	*	intron
peak.5246	chr2	77065237	77065637	*	intron
peak.5247	chr2	77074721	77075121	*	exon
peak.5248	chr2	77342385	77342785	*	intergenic
peak.5249	chr2	77575346	77575746	*	intron
peak.5250	chr2	77578634	77579034	*	intron
peak.5251	chr2	77589038	77589438	*	intron
peak.5252	chr2	77637801	77638201	*	intron
peak.5253	chr2	77690373	77690773	*	intron
peak.5254	chr2	77762736	77763136	*	intron
peak.5255	chr2	77766460	77766860	*	intron
peak.5256	chr2	77777267	77777667	*	intron
peak.5257	chr2	77840960	77841360	*	intergenic
peak.5258	chr2	78021900	78022300	*	intergenic
peak.5259	chr2	78031554	78031954	*	intergenic
peak.5260	chr2	79363976	79364376	*	intron
peak.5261	chr2	79391005	79391405	*	intron
peak.5262	chr2	79399540	79399940	*	intron
peak.5263	chr2	79404375	79404775	*	intron
peak.5264	chr2	79409857	79410257	*	intron
peak.5265	chr2	79413644	79414044	*	intron
peak.5266	chr2	79416304	79416704	*	intron
peak.5267	chr2	79421696	79422096	*	intron
peak.5268	chr2	79447773	79448173	*	intergenic
peak.5269	chr2	79452531	79452931	*	tts
peak.5270	chr2	79453796	79454196	*	exon
peak.5271	chr2	79454941	79455341	*	intron
peak.5272	chr2	79499306	79499706	*	intergenic
peak.5273	chr2	79638915	79639315	*	intron
peak.5274	chr2	80562607	80563007	*	intron
peak.5275	chr2	80616937	80617337	*	promoter-tss
peak.5276	chr2	80638571	80638971	*	promoter-tss
peak.5277	chr2	83634145	83634545	*	intergenic
peak.5278	chr2	84678102	84678502	*	promoter-tss
peak.5279	chr2	84703506	84703906	*	intron
peak.5280	chr2	84714000	84714400	*	intron
peak.5281	chr2	84785133	84785533	*	intergenic
peak.5282	chr2	84868349	84868749	*	intergenic
peak.5283	chr2	84883072	84883472	*	intron
peak.5284	chr2	84955841	84956241	*	intron
peak.5285	chr2	85225924	85226324	*	intergenic
peak.5286	chr2	90490542	90490942	*	intron
peak.5287	chr2	90745241	90745641	*	promoter-tss
peak.5288	chr2	90880163	90880563	*	intergenic
peak.5289	chr2	90910947	90911347	*	tts
peak.5290	chr2	90971575	90971975	*	intron
peak.5291	chr2	91176274	91176674	*	intron
peak.5292	chr2	91183137	91183537	*	promoter-tss
peak.5293	chr2	91237024	91237424	*	promoter-tss
peak.5294	chr2	91309515	91309915	*	intron
peak.5295	chr2	91350197	91350597	*	intron
peak.5296	chr2	91383006	91383406	*	intron
peak.5297	chr2	91399388	91399788	*	intron
peak.5298	chr2	91429070	91429470	*	intron
peak.5299	chr2	91455846	91456246	*	intergenic
peak.5300	chr2	91714905	91715305	*	intron
peak.5301	chr2	91729867	91730267	*	promoter-tss
peak.5302	chr2	92008281	92008681	*	intron
peak.5303	chr2	92191820	92192220	*	promoter-tss
peak.5304	chr2	92300037	92300437	*	intron
peak.5305	chr2	92357107	92357507	*	intron
peak.5306	chr2	92375164	92375564	*	5' utr
peak.5307	chr2	92529301	92529701	*	intergenic
peak.5308	chr2	93592148	93592548	*	intergenic
peak.5309	chr2	93786279	93786679	*	intron
peak.5310	chr2	94048251	94048651	*	intron
peak.5311	chr2	94147433	94147833	*	intron
peak.5312	chr2	94157961	94158361	*	promoter-tss
peak.5313	chr2	94329308	94329708	*	intron
peak.5314	chr2	94484077	94484477	*	intergenic
peak.5315	chr2	95527594	95527994	*	intergenic
peak.5316	chr2	96317706	96318106	*	promoter-tss
peak.5317	chr2	97466146	97466546	*	intron
peak.5318	chr2	99256481	99256881	*	intergenic
peak.5319	chr2	101261403	101261803	*	intergenic
peak.5320	chr2	101628894	101629294	*	promoter-tss
peak.5321	chr2	101902047	101902447	*	tts
peak.5322	chr2	102039912	102040312	*	intron
peak.5323	chr2	102197330	102197730	*	intergenic
peak.5324	chr2	102593381	102593781	*	intron
peak.5325	chr2	102693723	102694123	*	intron
peak.5326	chr2	102745163	102745563	*	intron
peak.5327	chr2	102998213	102998613	*	intergenic
peak.5328	chr2	103002063	103002463	*	intergenic
peak.5329	chr2	103017430	103017830	*	intergenic
peak.5330	chr2	103073407	103073807	*	promoter-tss
peak.5331	chr2	103372543	103372943	*	promoter-tss
peak.5332	chr2	103797467	103797867	*	promoter-tss
peak.5333	chr2	103880945	103881345	*	intergenic
peak.5334	chr2	104246879	104247279	*	intron
peak.5335	chr2	104377428	104377828	*	intron
peak.5336	chr2	104456756	104457156	*	intron
peak.5337	chr2	104488478	104488878	*	intron
peak.5338	chr2	104572277	104572677	*	intergenic
peak.5339	chr2	104586007	104586407	*	intergenic
peak.5340	chr2	104590232	104590632	*	promoter-tss
peak.5341	chr2	104814523	104814923	*	intron
peak.5342	chr2	104887954	104888354	*	intron
peak.5343	chr2	105397510	105397910	*	intron
peak.5344	chr2	105591302	105591702	*	intron
peak.5345	chr2	105787757	105788157	*	intron
peak.5346	chr2	105790918	105791318	*	intron
peak.5347	chr2	105918073	105918473	*	intron
peak.5348	chr2	106497312	106497712	*	intron
peak.5349	chr2	106650270	106650670	*	intergenic
peak.5350	chr2	106695946	106696346	*	intron
peak.5351	chr2	106697569	106697969	*	intron
peak.5352	chr2	106849209	106849609	*	intron
peak.5353	chr2	106870806	106871206	*	intergenic
peak.5354	chr2	106883678	106884078	*	intergenic
peak.5355	chr2	108922244	108922644	*	intergenic
peak.5356	chr2	109820253	109820653	*	intergenic
peak.5357	chr2	109848621	109849021	*	intergenic
peak.5358	chr2	112284279	112284679	*	promoter-tss
peak.5359	chr2	112287148	112287548	*	intron
peak.5360	chr2	112368007	112368407	*	promoter-tss
peak.5361	chr2	112454732	112455132	*	promoter-tss
peak.5362	chr2	112470820	112471220	*	intergenic
peak.5363	chr2	112516725	112517125	*	intron
peak.5364	chr2	112519904	112520304	*	intron
peak.5365	chr2	113349747	113350147	*	intron
peak.5366	chr2	113359914	113360314	*	intron
peak.5367	chr2	113433032	113433432	*	intron
peak.5368	chr2	113458888	113459288	*	intron
peak.5369	chr2	113470997	113471397	*	intron
peak.5370	chr2	113538858	113539258	*	intron
peak.5371	chr2	113574392	113574792	*	intron
peak.5372	chr2	113848800	113849200	*	promoter-tss
peak.5373	chr2	113900462	113900862	*	intergenic
peak.5374	chr2	114019752	114020152	*	intron
peak.5375	chr2	114037893	114038293	*	intergenic
peak.5376	chr2	114099096	114099496	*	intergenic
peak.5377	chr2	114143429	114143829	*	intron
peak.5378	chr2	115174594	115174994	*	intergenic
peak.5379	chr2	115177988	115178388	*	intergenic
peak.5380	chr2	115182860	115183260	*	intergenic
peak.5381	chr2	115183879	115184279	*	intergenic
peak.5382	chr2	115364664	115365064	*	intergenic
peak.5383	chr2	115865364	115865764	*	intron
